Days,Tray,Position,Species,Genotype,UniqueCode,Predation,Mortality,Cumulative,Coral
0,B089,C8,PCLI,PCLI01,83,N,0,N,Pseudodiploria clivosa
1,B089,C8,PCLI,PCLI01,83,Y,5,Y,Pseudodiploria clivosa
2,B089,C8,PCLI,PCLI01,83,N,0,Y,Pseudodiploria clivosa
7,B089,C8,PCLI,PCLI01,83,Y,15,Y,Pseudodiploria clivosa
14,B089,C8,PCLI,PCLI01,83,NA,15,Y,Pseudodiploria clivosa
21,B089,C8,PCLI,PCLI01,83,NA,15,Y,Pseudodiploria clivosa
28,B089,C8,PCLI,PCLI01,83,NA,15,Y,Pseudodiploria clivosa
35,B089,C8,PCLI,PCLI01,83,NA,15,Y,Pseudodiploria clivosa
42,B089,C8,PCLI,PCLI01,83,NA,NA,Y,Pseudodiploria clivosa
0,B089,E2,PAST,PAST03,84,N,0,N,Porites astreoides
1,B089,E2,PAST,PAST03,84,N,0,N,Porites astreoides
2,B089,E2,PAST,PAST03,84,N,0,N,Porites astreoides
7,B089,E2,PAST,PAST03,84,N,0,N,Porites astreoides
14,B089,E2,PAST,PAST03,84,N,0,N,Porites astreoides
21,B089,E2,PAST,PAST03,84,Y,10,Y,Porites astreoides
28,B089,E2,PAST,PAST03,84,Y,10,Y,Porites astreoides
35,B089,E2,PAST,PAST03,84,Y,15,Y,Porites astreoides
42,B089,E2,PAST,PAST03,84,NA,NA,Y,Porites astreoides
0,B089,E6,MCAV,MCAV07,85,N,0,N,Montastraea cavernosa
1,B089,E6,MCAV,MCAV07,85,N,0,N,Montastraea cavernosa
2,B089,E6,MCAV,MCAV07,85,Y,5,Y,Montastraea cavernosa
7,B089,E6,MCAV,MCAV07,85,N,0,Y,Montastraea cavernosa
14,B089,E6,MCAV,MCAV07,85,N,0,Y,Montastraea cavernosa
21,B089,E6,MCAV,MCAV07,85,N,0,Y,Montastraea cavernosa
28,B089,E6,MCAV,MCAV07,85,N,0,Y,Montastraea cavernosa
35,B089,E6,MCAV,MCAV07,85,NA,0,Y,Montastraea cavernosa
42,B089,E6,MCAV,MCAV07,85,NA,NA,Y,Montastraea cavernosa
0,B089,E8,DLAB,DLAB01,86,N,1,N,Diploria labyrinthiformis
1,B089,E8,DLAB,DLAB01,86,N,0,N,Diploria labyrinthiformis
2,B089,E8,DLAB,DLAB01,86,N,0,N,Diploria labyrinthiformis
7,B089,E8,DLAB,DLAB01,86,N,0,N,Diploria labyrinthiformis
14,B089,E8,DLAB,DLAB01,86,Y,3,Y,Diploria labyrinthiformis
21,B089,E8,DLAB,DLAB01,86,N,5,Y,Diploria labyrinthiformis
28,B089,E8,DLAB,DLAB01,86,Y,100,Y,Diploria labyrinthiformis
35,B089,E8,DLAB,DLAB01,86,N,100,Y,Diploria labyrinthiformis
42,B089,E8,DLAB,DLAB01,86,NA,NA,Y,Diploria labyrinthiformis
0,B089,E10,PPOR,PPOR01,87,N,0,N,Porites porites
1,B089,E10,PPOR,PPOR01,87,N,0,N,Porites porites
2,B089,E10,PPOR,PPOR01,87,N,0,N,Porites porites
7,B089,E10,PPOR,PPOR01,87,N,0,N,Porites porites
14,B089,E10,PPOR,PPOR01,87,Y,50,Y,Porites porites
21,B089,E10,PPOR,PPOR01,87,NA,50,Y,Porites porites
28,B089,E10,PPOR,PPOR01,87,NA,50,Y,Porites porites
35,B089,E10,PPOR,PPOR01,87,NA,50,Y,Porites porites
42,B089,E10,PPOR,PPOR01,87,NA,50,Y,Porites porites
0,B089,F1,PSTR,PSTR01,88,N,0,N,Pseudodiploria strigosa
1,B089,F1,PSTR,PSTR01,88,Y,5,Y,Pseudodiploria strigosa
2,B089,F1,PSTR,PSTR01,88,N,5,Y,Pseudodiploria strigosa
7,B089,F1,PSTR,PSTR01,88,N,5,Y,Pseudodiploria strigosa
14,B089,F1,PSTR,PSTR01,88,Y,5,Y,Pseudodiploria strigosa
21,B089,F1,PSTR,PSTR01,88,N,5,Y,Pseudodiploria strigosa
28,B089,F1,PSTR,PSTR01,88,Y,25,Y,Pseudodiploria strigosa
35,B089,F1,PSTR,PSTR01,88,NA,NA,Y,Pseudodiploria strigosa
42,B089,F1,PSTR,PSTR01,88,NA,NA,Y,Pseudodiploria strigosa
0,B089,F3,OFAV,OFAV04,89,N,0,N,Orbicella faveolata
1,B089,F3,OFAV,OFAV04,89,N,0,N,Orbicella faveolata
2,B089,F3,OFAV,OFAV04,89,N,0,N,Orbicella faveolata
7,B089,F3,OFAV,OFAV04,89,N,0,N,Orbicella faveolata
14,B089,F3,OFAV,OFAV04,89,Y,20,Y,Orbicella faveolata
21,B089,F3,OFAV,OFAV04,89,NA,NA,Y,Orbicella faveolata
28,B089,F3,OFAV,OFAV04,89,NA,NA,Y,Orbicella faveolata
35,B089,F3,OFAV,OFAV04,89,NA,NA,Y,Orbicella faveolata
42,B089,F3,OFAV,OFAV04,89,NA,NA,Y,Orbicella faveolata
0,B089,F7,OFAV,OFAV05,90,N,0,N,Orbicella faveolata
1,B089,F7,OFAV,OFAV05,90,N,0,N,Orbicella faveolata
2,B089,F7,OFAV,OFAV05,90,N,0,N,Orbicella faveolata
7,B089,F7,OFAV,OFAV05,90,Y,3,Y,Orbicella faveolata
14,B089,F7,OFAV,OFAV05,90,Y,10,Y,Orbicella faveolata
21,B089,F7,OFAV,OFAV05,90,Y,10,Y,Orbicella faveolata
28,B089,F7,OFAV,OFAV05,90,Y,15,Y,Orbicella faveolata
35,B089,F7,OFAV,OFAV05,90,Y,17,Y,Orbicella faveolata
42,B089,F7,OFAV,OFAV05,90,NA,NA,Y,Orbicella faveolata
0,B089,F9,PSTR,PSTR05,91,N,0,N,Pseudodiploria strigosa
1,B089,F9,PSTR,PSTR05,91,N,0,N,Pseudodiploria strigosa
2,B089,F9,PSTR,PSTR05,91,N,0,N,Pseudodiploria strigosa
7,B089,F9,PSTR,PSTR05,91,Y,5,Y,Pseudodiploria strigosa
14,B089,F9,PSTR,PSTR05,91,Y,70,Y,Pseudodiploria strigosa
21,B089,F9,PSTR,PSTR05,91,NA,NA,Y,Pseudodiploria strigosa
28,B089,F9,PSTR,PSTR05,91,NA,NA,Y,Pseudodiploria strigosa
35,B089,F9,PSTR,PSTR05,91,NA,NA,Y,Pseudodiploria strigosa
42,B089,F9,PSTR,PSTR05,91,NA,NA,Y,Pseudodiploria strigosa
0,B089,G2,MCAV,MCAV06,92,N,0,N,Montastraea cavernosa
1,B089,G2,MCAV,MCAV06,92,N,0,N,Montastraea cavernosa
2,B089,G2,MCAV,MCAV06,92,Y,1,Y,Montastraea cavernosa
7,B089,G2,MCAV,MCAV06,92,N,0,Y,Montastraea cavernosa
14,B089,G2,MCAV,MCAV06,92,Y,10,Y,Montastraea cavernosa
21,B089,G2,MCAV,MCAV06,92,Y,5,Y,Montastraea cavernosa
28,B089,G2,MCAV,MCAV06,92,N,5,Y,Montastraea cavernosa
35,B089,G2,MCAV,MCAV06,92,NA,5,Y,Montastraea cavernosa
42,B089,G2,MCAV,MCAV06,92,NA,NA,Y,Montastraea cavernosa
0,B089,G4,MCAV,MCAV05,93,N,0,N,Montastraea cavernosa
1,B089,G4,MCAV,MCAV05,93,N,0,N,Montastraea cavernosa
2,B089,G4,MCAV,MCAV05,93,Y,3,Y,Montastraea cavernosa
7,B089,G4,MCAV,MCAV05,93,N,0,Y,Montastraea cavernosa
14,B089,G4,MCAV,MCAV05,93,Y,20,Y,Montastraea cavernosa
21,B089,G4,MCAV,MCAV05,93,NA,NA,Y,Montastraea cavernosa
28,B089,G4,MCAV,MCAV05,93,NA,NA,Y,Montastraea cavernosa
35,B089,G4,MCAV,MCAV05,93,NA,NA,Y,Montastraea cavernosa
42,B089,G4,MCAV,MCAV05,93,NA,NA,Y,Montastraea cavernosa
0,B089,G6,APAL,APAL02,94,N,0,N,Acropora palmata
1,B089,G6,APAL,APAL02,94,N,0,N,Acropora palmata
2,B089,G6,APAL,APAL02,94,N,0,N,Acropora palmata
7,B089,G6,APAL,APAL02,94,N,0,N,Acropora palmata
14,B089,G6,APAL,APAL02,94,N,0,N,Acropora palmata
21,B089,G6,APAL,APAL02,94,N,0,N,Acropora palmata
28,B089,G6,APAL,APAL02,94,N,0,N,Acropora palmata
35,B089,G6,APAL,APAL02,94,N,0,N,Acropora palmata
42,B089,G6,APAL,APAL02,94,NA,NA,N,Acropora palmata
0,B089,G8,ACER,ACER02,95,N,0,N,Acropora cervicornis
1,B089,G8,ACER,ACER02,95,N,0,N,Acropora cervicornis
2,B089,G8,ACER,ACER02,95,N,0,N,Acropora cervicornis
7,B089,G8,ACER,ACER02,95,N,0,N,Acropora cervicornis
14,B089,G8,ACER,ACER02,95,N,0,N,Acropora cervicornis
21,B089,G8,ACER,ACER02,95,N,0,N,Acropora cervicornis
28,B089,G8,ACER,ACER02,95,N,0,N,Acropora cervicornis
35,B089,G8,ACER,ACER02,95,N,0,N,Acropora cervicornis
42,B089,G8,ACER,ACER02,95,NA,NA,N,Acropora cervicornis
0,B090,A4,PCLI,PCLI01,96,N,0,N,Pseudodiploria clivosa
1,B090,A4,PCLI,PCLI01,96,Y,15,Y,Pseudodiploria clivosa
2,B090,A4,PCLI,PCLI01,96,N,0,Y,Pseudodiploria clivosa
7,B090,A4,PCLI,PCLI01,96,Y,40,Y,Pseudodiploria clivosa
14,B090,A4,PCLI,PCLI01,96,NA,40,Y,Pseudodiploria clivosa
21,B090,A4,PCLI,PCLI01,96,NA,40,Y,Pseudodiploria clivosa
28,B090,A4,PCLI,PCLI01,96,NA,40,Y,Pseudodiploria clivosa
35,B090,A4,PCLI,PCLI01,96,NA,40,Y,Pseudodiploria clivosa
42,B090,A4,PCLI,PCLI01,96,NA,NA,Y,Pseudodiploria clivosa
0,B090,A6,PSTR,PSTR01,97,N,0,N,Pseudodiploria strigosa
1,B090,A6,PSTR,PSTR01,97,Y,5,Y,Pseudodiploria strigosa
2,B090,A6,PSTR,PSTR01,97,Y,5,Y,Pseudodiploria strigosa
7,B090,A6,PSTR,PSTR01,97,Y,5,Y,Pseudodiploria strigosa
14,B090,A6,PSTR,PSTR01,97,Y,20,Y,Pseudodiploria strigosa
21,B090,A6,PSTR,PSTR01,97,NA,NA,Y,Pseudodiploria strigosa
28,B090,A6,PSTR,PSTR01,97,NA,NA,Y,Pseudodiploria strigosa
35,B090,A6,PSTR,PSTR01,97,NA,NA,Y,Pseudodiploria strigosa
42,B090,A6,PSTR,PSTR01,97,NA,NA,Y,Pseudodiploria strigosa
0,B090,A8,DLAB,DLAB01,98,N,0,N,Diploria labyrinthiformis
1,B090,A8,DLAB,DLAB01,98,N,0,N,Diploria labyrinthiformis
2,B090,A8,DLAB,DLAB01,98,N,0,N,Diploria labyrinthiformis
7,B090,A8,DLAB,DLAB01,98,N,0,N,Diploria labyrinthiformis
14,B090,A8,DLAB,DLAB01,98,N,0,N,Diploria labyrinthiformis
21,B090,A8,DLAB,DLAB01,98,N,0,N,Diploria labyrinthiformis
28,B090,A8,DLAB,DLAB01,98,N,0,N,Diploria labyrinthiformis
35,B090,A8,DLAB,DLAB01,98,N,0,N,Diploria labyrinthiformis
42,B090,A8,DLAB,DLAB01,98,NA,NA,N,Diploria labyrinthiformis
0,B090,A10,MCAV,MCAV06,99,N,0,N,Montastraea cavernosa
1,B090,A10,MCAV,MCAV06,99,N,0,N,Montastraea cavernosa
2,B090,A10,MCAV,MCAV06,99,N,0,N,Montastraea cavernosa
7,B090,A10,MCAV,MCAV06,99,Y,1,Y,Montastraea cavernosa
14,B090,A10,MCAV,MCAV06,99,N,0,Y,Montastraea cavernosa
21,B090,A10,MCAV,MCAV06,99,N,0,Y,Montastraea cavernosa
28,B090,A10,MCAV,MCAV06,99,N,0,Y,Montastraea cavernosa
35,B090,A10,MCAV,MCAV06,99,N,0,Y,Montastraea cavernosa
42,B090,A10,MCAV,MCAV06,99,NA,NA,Y,Montastraea cavernosa
0,B090,B1,MCAV,MCAV07,100,N,0,N,Montastraea cavernosa
1,B090,B1,MCAV,MCAV07,100,Y,5,Y,Montastraea cavernosa
2,B090,B1,MCAV,MCAV07,100,Y,1,Y,Montastraea cavernosa
7,B090,B1,MCAV,MCAV07,100,N,0,Y,Montastraea cavernosa
14,B090,B1,MCAV,MCAV07,100,Y,20,Y,Montastraea cavernosa
21,B090,B1,MCAV,MCAV07,100,NA,NA,Y,Montastraea cavernosa
28,B090,B1,MCAV,MCAV07,100,NA,NA,Y,Montastraea cavernosa
35,B090,B1,MCAV,MCAV07,100,NA,NA,Y,Montastraea cavernosa
42,B090,B1,MCAV,MCAV07,100,NA,NA,Y,Montastraea cavernosa
0,B090,B3,OFAV,OFAV05,101,N,0,N,Orbicella faveolata
1,B090,B3,OFAV,OFAV05,101,N,0,N,Orbicella faveolata
2,B090,B3,OFAV,OFAV05,101,N,0,N,Orbicella faveolata
7,B090,B3,OFAV,OFAV05,101,N,0,N,Orbicella faveolata
14,B090,B3,OFAV,OFAV05,101,N,0,N,Orbicella faveolata
21,B090,B3,OFAV,OFAV05,101,N,0,N,Orbicella faveolata
28,B090,B3,OFAV,OFAV05,101,N,0,N,Orbicella faveolata
35,B090,B3,OFAV,OFAV05,101,N,0,N,Orbicella faveolata
42,B090,B3,OFAV,OFAV05,101,NA,NA,N,Orbicella faveolata
0,B090,B7,ACER,ACER01,102,N,0,N,Acropora cervicornis
1,B090,B7,ACER,ACER01,102,N,0,N,Acropora cervicornis
2,B090,B7,ACER,ACER01,102,N,0,N,Acropora cervicornis
7,B090,B7,ACER,ACER01,102,N,0,N,Acropora cervicornis
14,B090,B7,ACER,ACER01,102,N,0,N,Acropora cervicornis
21,B090,B7,ACER,ACER01,102,N,0,N,Acropora cervicornis
28,B090,B7,ACER,ACER01,102,N,15,N,Acropora cervicornis
35,B090,B7,ACER,ACER01,102,N,0,N,Acropora cervicornis
42,B090,B7,ACER,ACER01,102,NA,NA,N,Acropora cervicornis
0,B090,C4,APAL,APAL02,103,N,0,N,Acropora palmata
1,B090,C4,APAL,APAL02,103,N,0,N,Acropora palmata
2,B090,C4,APAL,APAL02,103,N,0,N,Acropora palmata
7,B090,C4,APAL,APAL02,103,N,0,N,Acropora palmata
14,B090,C4,APAL,APAL02,103,N,0,N,Acropora palmata
21,B090,C4,APAL,APAL02,103,N,0,N,Acropora palmata
28,B090,C4,APAL,APAL02,103,N,0,N,Acropora palmata
35,B090,C4,APAL,APAL02,103,N,0,N,Acropora palmata
42,B090,C4,APAL,APAL02,103,NA,NA,N,Acropora palmata
0,B090,C6,OFAV,OFAV04,104,N,0,N,Orbicella faveolata
1,B090,C6,OFAV,OFAV04,104,N,0,N,Orbicella faveolata
2,B090,C6,OFAV,OFAV04,104,N,5,N,Orbicella faveolata
7,B090,C6,OFAV,OFAV04,104,Y,10,Y,Orbicella faveolata
14,B090,C6,OFAV,OFAV04,104,Y,100,Y,Orbicella faveolata
21,B090,C6,OFAV,OFAV04,104,NA,100,Y,Orbicella faveolata
28,B090,C6,OFAV,OFAV04,104,NA,100,Y,Orbicella faveolata
35,B090,C6,OFAV,OFAV04,104,NA,100,Y,Orbicella faveolata
42,B090,C6,OFAV,OFAV04,104,NA,100,Y,Orbicella faveolata
0,B090,C8,PAST,PAST01,105,N,0,N,Porites astreoides
1,B090,C8,PAST,PAST01,105,N,0,N,Porites astreoides
2,B090,C8,PAST,PAST01,105,N,0,N,Porites astreoides
7,B090,C8,PAST,PAST01,105,N,0,N,Porites astreoides
14,B090,C8,PAST,PAST01,105,Y,15,Y,Porites astreoides
21,B090,C8,PAST,PAST01,105,Y,20,Y,Porites astreoides
28,B090,C8,PAST,PAST01,105,Y,20,Y,Porites astreoides
35,B090,C8,PAST,PAST01,105,NA,NA,Y,Porites astreoides
42,B090,C8,PAST,PAST01,105,NA,NA,Y,Porites astreoides
0,B090,C10,PAST,PAST02,106,N,0,N,Porites astreoides
1,B090,C10,PAST,PAST02,106,N,0,N,Porites astreoides
2,B090,C10,PAST,PAST02,106,N,0,N,Porites astreoides
7,B090,C10,PAST,PAST02,106,Y,10,Y,Porites astreoides
14,B090,C10,PAST,PAST02,106,Y,30,Y,Porites astreoides
21,B090,C10,PAST,PAST02,106,NA,NA,Y,Porites astreoides
28,B090,C10,PAST,PAST02,106,NA,NA,Y,Porites astreoides
35,B090,C10,PAST,PAST02,106,NA,NA,Y,Porites astreoides
42,B090,C10,PAST,PAST02,106,NA,NA,Y,Porites astreoides
0,B090,E2,PAST,PAST03,107,N,0,N,Porites astreoides
1,B090,E2,PAST,PAST03,107,Y,5,Y,Porites astreoides
2,B090,E2,PAST,PAST03,107,Y,20,Y,Porites astreoides
7,B090,E2,PAST,PAST03,107,NA,NA,Y,Porites astreoides
14,B090,E2,PAST,PAST03,107,NA,NA,Y,Porites astreoides
21,B090,E2,PAST,PAST03,107,NA,NA,Y,Porites astreoides
28,B090,E2,PAST,PAST03,107,NA,NA,Y,Porites astreoides
35,B090,E2,PAST,PAST03,107,NA,NA,Y,Porites astreoides
42,B090,E2,PAST,PAST03,107,NA,NA,Y,Porites astreoides
0,B090,E4,PPOR,PPOR01,108,N,0,N,Porites porites
1,B090,E4,PPOR,PPOR01,108,N,0,N,Porites porites
2,B090,E4,PPOR,PPOR01,108,N,15,N,Porites porites
7,B090,E4,PPOR,PPOR01,108,N,0,N,Porites porites
14,B090,E4,PPOR,PPOR01,108,Y,20,Y,Porites porites
21,B090,E4,PPOR,PPOR01,108,NA,20,Y,Porites porites
28,B090,E4,PPOR,PPOR01,108,NA,20,Y,Porites porites
35,B090,E4,PPOR,PPOR01,108,NA,20,Y,Porites porites
42,B090,E4,PPOR,PPOR01,108,NA,20,Y,Porites porites
0,B090,E6,PCLI,PCLI02,109,N,0,N,Pseudodiploria clivosa
1,B090,E6,PCLI,PCLI02,109,N,0,N,Pseudodiploria clivosa
2,B090,E6,PCLI,PCLI02,109,N,0,N,Pseudodiploria clivosa
7,B090,E6,PCLI,PCLI02,109,Y,15,Y,Pseudodiploria clivosa
14,B090,E6,PCLI,PCLI02,109,Y,80,Y,Pseudodiploria clivosa
21,B090,E6,PCLI,PCLI02,109,NA,80,Y,Pseudodiploria clivosa
28,B090,E6,PCLI,PCLI02,109,NA,80,Y,Pseudodiploria clivosa
35,B090,E6,PCLI,PCLI02,109,NA,80,Y,Pseudodiploria clivosa
42,B090,E6,PCLI,PCLI02,109,NA,NA,Y,Pseudodiploria clivosa
0,B090,E8,APAL,APAL03,110,N,0,N,Acropora palmata
1,B090,E8,APAL,APAL03,110,N,0,N,Acropora palmata
2,B090,E8,APAL,APAL03,110,N,0,N,Acropora palmata
7,B090,E8,APAL,APAL03,110,N,0,N,Acropora palmata
14,B090,E8,APAL,APAL03,110,N,0,N,Acropora palmata
21,B090,E8,APAL,APAL03,110,N,0,N,Acropora palmata
28,B090,E8,APAL,APAL03,110,N,0,N,Acropora palmata
35,B090,E8,APAL,APAL03,110,N,0,N,Acropora palmata
42,B090,E8,APAL,APAL03,110,NA,NA,N,Acropora palmata
0,B090,E10,ACER,ACER03,111,N,0,N,Acropora cervicornis
1,B090,E10,ACER,ACER03,111,N,0,N,Acropora cervicornis
2,B090,E10,ACER,ACER03,111,N,0,N,Acropora cervicornis
7,B090,E10,ACER,ACER03,111,N,0,N,Acropora cervicornis
14,B090,E10,ACER,ACER03,111,N,0,N,Acropora cervicornis
21,B090,E10,ACER,ACER03,111,N,0,N,Acropora cervicornis
28,B090,E10,ACER,ACER03,111,N,0,N,Acropora cervicornis
35,B090,E10,ACER,ACER03,111,N,0,N,Acropora cervicornis
42,B090,E10,ACER,ACER03,111,NA,NA,N,Acropora cervicornis
0,B090,F1,PSTR,PSTR05,112,N,0,N,Pseudodiploria strigosa
1,B090,F1,PSTR,PSTR05,112,N,0,N,Pseudodiploria strigosa
2,B090,F1,PSTR,PSTR05,112,N,0,N,Pseudodiploria strigosa
7,B090,F1,PSTR,PSTR05,112,Y,100,Y,Pseudodiploria strigosa
14,B090,F1,PSTR,PSTR05,112,NA,100,Y,Pseudodiploria strigosa
21,B090,F1,PSTR,PSTR05,112,NA,100,Y,Pseudodiploria strigosa
28,B090,F1,PSTR,PSTR05,112,NA,100,Y,Pseudodiploria strigosa
35,B090,F1,PSTR,PSTR05,112,NA,100,Y,Pseudodiploria strigosa
42,B090,F1,PSTR,PSTR05,112,NA,100,Y,Pseudodiploria strigosa
0,B090,F3,ACER,ACER02,113,N,0,N,Acropora cervicornis
1,B090,F3,ACER,ACER02,113,N,0,N,Acropora cervicornis
2,B090,F3,ACER,ACER02,113,N,0,N,Acropora cervicornis
7,B090,F3,ACER,ACER02,113,N,0,N,Acropora cervicornis
14,B090,F3,ACER,ACER02,113,N,0,N,Acropora cervicornis
21,B090,F3,ACER,ACER02,113,N,0,N,Acropora cervicornis
28,B090,F3,ACER,ACER02,113,N,0,N,Acropora cervicornis
35,B090,F3,ACER,ACER02,113,N,0,N,Acropora cervicornis
42,B090,F3,ACER,ACER02,113,NA,NA,N,Acropora cervicornis
0,B090,F7,MCAV,MCAV05,114,N,0,N,Montastraea cavernosa
1,B090,F7,MCAV,MCAV05,114,N,0,N,Montastraea cavernosa
2,B090,F7,MCAV,MCAV05,114,N,0,N,Montastraea cavernosa
7,B090,F7,MCAV,MCAV05,114,N,0,N,Montastraea cavernosa
14,B090,F7,MCAV,MCAV05,114,Y,30,Y,Montastraea cavernosa
21,B090,F7,MCAV,MCAV05,114,NA,NA,Y,Montastraea cavernosa
28,B090,F7,MCAV,MCAV05,114,NA,NA,Y,Montastraea cavernosa
35,B090,F7,MCAV,MCAV05,114,NA,NA,Y,Montastraea cavernosa
42,B090,F7,MCAV,MCAV05,114,NA,NA,Y,Montastraea cavernosa
0,B090,G2,PCLI,PCLI04,115,N,0,N,Pseudodiploria clivosa
1,B090,G2,PCLI,PCLI04,115,Y,2,Y,Pseudodiploria clivosa
2,B090,G2,PCLI,PCLI04,115,N,0,Y,Pseudodiploria clivosa
7,B090,G2,PCLI,PCLI04,115,Y,1,Y,Pseudodiploria clivosa
14,B090,G2,PCLI,PCLI04,115,Y,40,Y,Pseudodiploria clivosa
21,B090,G2,PCLI,PCLI04,115,NA,40,Y,Pseudodiploria clivosa
28,B090,G2,PCLI,PCLI04,115,NA,40,Y,Pseudodiploria clivosa
35,B090,G2,PCLI,PCLI04,115,NA,40,Y,Pseudodiploria clivosa
42,B090,G2,PCLI,PCLI04,115,NA,NA,Y,Pseudodiploria clivosa
0,B090,G4,APAL,APAL01,116,N,0,N,Acropora palmata
1,B090,G4,APAL,APAL01,116,N,0,N,Acropora palmata
2,B090,G4,APAL,APAL01,116,N,0,N,Acropora palmata
7,B090,G4,APAL,APAL01,116,N,0,N,Acropora palmata
14,B090,G4,APAL,APAL01,116,N,0,N,Acropora palmata
21,B090,G4,APAL,APAL01,116,N,0,N,Acropora palmata
28,B090,G4,APAL,APAL01,116,N,0,N,Acropora palmata
35,B090,G4,APAL,APAL01,116,N,0,N,Acropora palmata
42,B090,G4,APAL,APAL01,116,NA,NA,N,Acropora palmata
0,B090,G6,OFAV,OFAV01,117,N,0,N,Orbicella faveolata
1,B090,G6,OFAV,OFAV01,117,N,0,N,Orbicella faveolata
2,B090,G6,OFAV,OFAV01,117,N,0,N,Orbicella faveolata
7,B090,G6,OFAV,OFAV01,117,N,0,N,Orbicella faveolata
14,B090,G6,OFAV,OFAV01,117,Y,5,Y,Orbicella faveolata
21,B090,G6,OFAV,OFAV01,117,Y,5,Y,Orbicella faveolata
28,B090,G6,OFAV,OFAV01,117,Y,5,Y,Orbicella faveolata
35,B090,G6,OFAV,OFAV01,117,Y,5,Y,Orbicella faveolata
42,B090,G6,OFAV,OFAV01,117,NA,NA,Y,Orbicella faveolata
0,B090,G10,PSTR,PSTR06,118,N,0,N,Pseudodiploria strigosa
1,B090,G10,PSTR,PSTR06,118,Y,15,Y,Pseudodiploria strigosa
2,B090,G10,PSTR,PSTR06,118,N,15,Y,Pseudodiploria strigosa
7,B090,G10,PSTR,PSTR06,118,Y,15,Y,Pseudodiploria strigosa
14,B090,G10,PSTR,PSTR06,118,Y,40,Y,Pseudodiploria strigosa
21,B090,G10,PSTR,PSTR06,118,NA,40,Y,Pseudodiploria strigosa
28,B090,G10,PSTR,PSTR06,118,NA,40,Y,Pseudodiploria strigosa
35,B090,G10,PSTR,PSTR06,118,NA,40,Y,Pseudodiploria strigosa
42,B090,G10,PSTR,PSTR06,118,NA,40,Y,Pseudodiploria strigosa
0,B091,A2,APAL,APAL03,119,N,0,N,Acropora palmata
1,B091,A2,APAL,APAL03,119,N,0,N,Acropora palmata
2,B091,A2,APAL,APAL03,119,N,0,N,Acropora palmata
7,B091,A2,APAL,APAL03,119,N,0,N,Acropora palmata
14,B091,A2,APAL,APAL03,119,N,0,N,Acropora palmata
21,B091,A2,APAL,APAL03,119,N,0,N,Acropora palmata
28,B091,A2,APAL,APAL03,119,N,0,N,Acropora palmata
35,B091,A2,APAL,APAL03,119,N,0,N,Acropora palmata
42,B091,A2,APAL,APAL03,119,NA,NA,N,Acropora palmata
0,B091,A4,PAST,PAST02,120,N,25,N,Porites astreoides
1,B091,A4,PAST,PAST02,120,N,0,N,Porites astreoides
2,B091,A4,PAST,PAST02,120,N,0,N,Porites astreoides
7,B091,A4,PAST,PAST02,120,N,0,N,Porites astreoides
14,B091,A4,PAST,PAST02,120,Y,100,Y,Porites astreoides
21,B091,A4,PAST,PAST02,120,NA,100,Y,Porites astreoides
28,B091,A4,PAST,PAST02,120,NA,100,Y,Porites astreoides
35,B091,A4,PAST,PAST02,120,NA,100,Y,Porites astreoides
42,B091,A4,PAST,PAST02,120,NA,100,Y,Porites astreoides
0,B091,A6,ACER,ACER01,121,N,0,N,Acropora cervicornis
1,B091,A6,ACER,ACER01,121,N,0,N,Acropora cervicornis
2,B091,A6,ACER,ACER01,121,N,0,N,Acropora cervicornis
7,B091,A6,ACER,ACER01,121,N,0,N,Acropora cervicornis
14,B091,A6,ACER,ACER01,121,N,0,N,Acropora cervicornis
21,B091,A6,ACER,ACER01,121,N,0,N,Acropora cervicornis
28,B091,A6,ACER,ACER01,121,N,0,N,Acropora cervicornis
35,B091,A6,ACER,ACER01,121,N,0,N,Acropora cervicornis
42,B091,A6,ACER,ACER01,121,NA,NA,N,Acropora cervicornis
0,B091,A10,PCLI,PCLI01,122,N,0,N,Pseudodiploria clivosa
1,B091,A10,PCLI,PCLI01,122,Y,5,Y,Pseudodiploria clivosa
2,B091,A10,PCLI,PCLI01,122,N,0,Y,Pseudodiploria clivosa
7,B091,A10,PCLI,PCLI01,122,Y,20,Y,Pseudodiploria clivosa
14,B091,A10,PCLI,PCLI01,122,NA,20,Y,Pseudodiploria clivosa
21,B091,A10,PCLI,PCLI01,122,NA,20,Y,Pseudodiploria clivosa
28,B091,A10,PCLI,PCLI01,122,NA,20,Y,Pseudodiploria clivosa
35,B091,A10,PCLI,PCLI01,122,NA,20,Y,Pseudodiploria clivosa
42,B091,A10,PCLI,PCLI01,122,NA,NA,Y,Pseudodiploria clivosa
0,B091,B1,PPOR,PPOR01,123,N,5,N,Porites porites
1,B091,B1,PPOR,PPOR01,123,N,0,N,Porites porites
2,B091,B1,PPOR,PPOR01,123,N,15,N,Porites porites
7,B091,B1,PPOR,PPOR01,123,N,20,N,Porites porites
14,B091,B1,PPOR,PPOR01,123,Y,30,Y,Porites porites
21,B091,B1,PPOR,PPOR01,123,NA,30,Y,Porites porites
28,B091,B1,PPOR,PPOR01,123,NA,30,Y,Porites porites
35,B091,B1,PPOR,PPOR01,123,NA,30,Y,Porites porites
42,B091,B1,PPOR,PPOR01,123,NA,30,Y,Porites porites
0,B091,B3,PSTR,PSTR01,124,N,0,N,Pseudodiploria strigosa
